,Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
772,6,68,0.0,5,7,60.0
773,4,98,0.0,7,2,78.0
774,3,64,1.0,4,7,46.0
775,4,48,0.0,9,4,31.0
776,1,95,0.0,5,1,68.0
777,4,42,1.0,6,8,25.0
778,1,65,0.0,6,3,37.0
779,1,87,1.0,8,6,62.0
780,6,82,0.0,6,7,69.0
781,5,66,1.0,8,6,50.0
782,4,75,0.0,6,5,55.0
783,3,71,1.0,6,6,54.0
784,1,40,0.0,6,3,12.0
785,6,96,0.0,8,9,88.0
786,2,92,0.0,9,0,69.0
787,8,93,0.0,8,4,88.0
788,5,55,0.0,7,7,41.0
789,7,90,1.0,4,9,83.0
790,2,87,1.0,4,5,62.0
791,8,50,1.0,9,4,45.0
792,2,65,0.0,4,1,42.0
793,4,79,1.0,6,9,65.0
794,1,94,0.0,9,4,73.0
795,5,40,0.0,4,9,23.0
796,9,65,1.0,8,2,61.0
797,1,67,1.0,7,1,41.0
798,9,92,0.0,5,2,85.0
799,8,97,0.0,7,3,93.0
800,6,48,1.0,4,1,35.0
801,7,99,1.0,9,3,92.0
802,3,98,0.0,4,3,79.0
803,1,83,0.0,8,5,57.0
804,5,61,1.0,7,4,49.0
805,2,47,0.0,8,6,28.0
806,5,97,0.0,8,6,85.0
807,8,88,1.0,5,2,82.0
808,9,81,1.0,8,8,80.0
809,2,66,0.0,8,6,41.0
810,3,78,0.0,5,6,57.0
811,3,58,1.0,6,1,41.0
812,1,64,0.0,6,9,43.0
813,8,77,1.0,9,2,73.0
814,6,60,0.0,5,2,46.0
815,8,63,1.0,9,5,61.0
816,9,63,0.0,9,3,61.0
817,5,99,0.0,8,3,87.0
818,3,99,0.0,9,0,78.0
819,5,58,1.0,4,5,43.0
820,5,89,1.0,7,7,75.0
821,5,86,1.0,4,7,72.0
822,3,41,0.0,4,7,18.0
823,4,53,0.0,8,4,36.0
824,9,92,1.0,7,9,92.0
825,9,71,1.0,9,5,71.0
826,2,81,0.0,7,4,58.0
827,8,71,0.0,9,3,69.0
828,8,67,0.0,6,3,58.0
829,7,87,0.0,5,3,74.0
830,8,78,1.0,8,3,72.0
831,3,79,1.0,9,5,61.0
832,6,81,0.0,9,5,74.0
833,1,86,0.0,7,4,60.0
834,7,79,0.0,8,8,70.0
835,1,52,1.0,9,7,27.0
836,9,51,1.0,6,9,49.0
837,1,47,0.0,4,5,17.0
838,1,54,0.0,9,8,34.0
839,7,65,0.0,7,4,51.0
840,2,51,0.0,6,9,27.0
841,5,82,0.0,8,3,67.0
842,8,90,0.0,9,5,84.0
843,8,85,1.0,6,3,81.0
844,3,66,1.0,6,7,45.0
845,7,57,1.0,6,6,50.0
846,3,84,0.0,6,4,67.0
847,6,75,0.0,6,9,67.0
848,6,88,0.0,6,5,77.0
849,3,90,1.0,5,6,70.0
850,7,66,0.0,8,1,59.0
851,3,48,1.0,4,8,27.0
852,8,94,0.0,8,6,88.0
853,4,78,0.0,7,7,60.0
854,1,40,0.0,7,4,14.0
855,4,46,1.0,8,2,27.0
856,7,65,1.0,6,1,54.0
857,4,46,1.0,5,1,32.0
858,6,91,0.0,4,2,79.0
859,9,46,1.0,9,0,44.0
860,1,47,0.0,9,0,20.0
861,5,55,0.0,6,6,42.0
862,7,42,1.0,8,9,33.0
863,1,84,1.0,9,7,58.0
864,4,49,0.0,8,5,31.0
865,6,89,0.0,5,6,75.0
866,2,46,0.0,5,0,22.0
867,5,60,0.0,8,0,46.0
868,1,92,1.0,6,8,68.0
869,6,76,1.0,6,4,66.0
870,6,70,1.0,6,6,60.0
871,4,62,0.0,9,5,44.0
872,8,96,0.0,4,3,90.0
873,4,66,0.0,4,0,47.0
874,8,95,1.0,6,3,88.0
875,8,61,0.0,8,9,56.0
876,5,78,0.0,5,9,66.0
877,4,96,1.0,7,7,78.0
878,2,66,1.0,5,0,43.0
879,3,93,0.0,5,1,72.0
880,3,88,1.0,7,7,69.0
881,4,43,0.0,6,1,24.0
882,4,63,1.0,5,9,47.0
883,5,62,0.0,7,8,45.0
884,4,87,1.0,9,2,72.0
885,8,58,1.0,8,2,51.0
886,6,81,1.0,8,5,73.0
887,6,42,1.0,8,2,28.0
888,8,66,0.0,6,8,56.0
889,7,42,0.0,5,7,29.0
890,8,67,1.0,5,3,60.0
891,2,56,0.0,4,5,28.0
892,9,70,1.0,8,7,66.0
893,1,49,1.0,6,3,21.0
894,8,88,0.0,7,4,84.0
895,4,61,0.0,6,6,42.0
896,4,69,0.0,5,7,51.0
897,5,88,0.0,8,6,74.0
898,8,60,0.0,4,7,50.0
899,5,75,0.0,9,3,62.0
900,8,92,0.0,6,0,90.0
901,1,62,1.0,4,5,32.0
902,9,77,0.0,5,4,71.0
903,6,51,1.0,7,3,37.0
904,3,64,0.0,6,1,42.0
905,8,93,0.0,9,0,85.0
906,9,96,1.0,5,8,96.0
907,6,59,1.0,8,1,51.0
908,7,88,1.0,6,8,82.0
909,1,88,1.0,4,5,64.0
910,5,81,0.0,6,5,67.0
911,5,46,0.0,5,1,32.0
912,4,68,1.0,5,5,50.0
913,6,87,1.0,4,2,73.0
914,7,68,0.0,9,6,62.0
915,9,52,0.0,5,9,48.0
916,1,42,1.0,6,3,20.0
917,6,41,0.0,9,8,33.0
918,7,55,0.0,4,4,43.0
919,3,69,1.0,5,9,49.0
920,8,77,1.0,5,2,70.0
921,5,45,1.0,6,0,28.0
922,9,84,1.0,5,0,82.0
923,5,46,0.0,6,3,29.0
924,9,44,1.0,8,9,42.0
925,4,95,0.0,9,9,79.0
926,9,46,0.0,6,3,41.0
927,5,73,0.0,7,8,61.0
928,9,71,0.0,5,7,69.0
929,3,88,1.0,8,3,68.0
930,4,52,0.0,9,5,38.0
931,9,69,1.0,4,6,67.0
932,6,64,0.0,7,9,54.0
933,2,60,1.0,4,7,39.0
934,7,99,0.0,7,3,93.0
935,2,98,0.0,8,0,76.0
936,2,60,1.0,9,4,39.0
937,1,67,1.0,8,0,38.0
938,3,87,1.0,8,3,69.0
939,6,97,1.0,7,6,88.0
940,8,59,0.0,6,6,54.0
941,9,73,0.0,9,0,68.0
942,7,44,0.0,4,8,33.0
943,4,57,0.0,6,1,40.0
944,6,99,0.0,6,4,87.0
945,5,78,1.0,5,5,64.0
946,8,82,1.0,4,0,70.0
947,1,96,0.0,7,1,70.0
948,1,96,1.0,5,6,72.0
949,6,50,0.0,5,5,38.0
950,2,93,0.0,8,5,71.0
951,5,56,1.0,7,5,40.0
952,1,87,0.0,6,6,58.0
953,7,84,1.0,9,9,77.0
954,1,61,0.0,6,8,38.0
955,4,76,1.0,6,8,60.0
956,9,59,0.0,8,1,57.0
957,1,87,0.0,6,1,63.0
958,4,99,1.0,4,4,82.0
959,6,93,0.0,6,9,84.0
960,6,93,0.0,6,6,84.0
961,8,87,1.0,4,2,77.0
962,1,87,1.0,8,2,61.0
963,7,85,1.0,5,3,73.0
964,1,45,0.0,7,2,15.0
965,7,73,1.0,8,2,64.0
966,3,53,1.0,6,7,33.0
967,8,87,1.0,5,6,78.0
968,3,62,0.0,7,6,43.0
969,1,59,1.0,7,9,34.0
970,8,52,0.0,7,1,48.0
971,3,86,0.0,4,8,66.0
972,2,83,1.0,4,5,60.0
973,1,80,0.0,5,2,53.0
974,3,71,0.0,6,8,51.0
975,2,65,0.0,5,8,43.0
976,2,89,0.0,6,5,68.0
977,6,92,0.0,8,9,80.0
978,1,53,1.0,7,5,26.0
979,2,91,1.0,7,7,70.0
980,6,96,1.0,4,7,85.0
981,3,75,0.0,8,5,57.0
982,4,47,1.0,9,6,30.0
983,1,79,0.0,8,3,56.0
984,8,61,0.0,6,0,53.0
985,7,61,0.0,8,3,52.0
986,7,55,0.0,4,7,47.0
987,3,66,1.0,6,7,48.0
988,3,95,0.0,5,1,78.0
989,2,99,1.0,6,6,79.0
990,1,99,1.0,5,0,75.0
991,7,49,0.0,9,1,40.0
992,7,64,1.0,6,7,59.0
993,2,70,1.0,7,9,49.0
994,7,60,1.0,9,3,48.0
995,8,66,0.0,5,2,60.0
996,1,56,0.0,4,1,29.0
997,9,72,0.0,9,5,68.0
998,7,70,1.0,9,3,63.0
999,3,89,1.0,9,2,71.0
1000,8,81,0.0,5,2,76.0
1001,7,65,0.0,5,9,57.0
1002,8,60,1.0,6,2,54.0
1003,6,75,0.0,7,7,61.0
1004,9,40,0.0,9,8,34.0
1005,5,43,1.0,6,8,32.0
1006,3,43,1.0,6,4,23.0
1007,3,65,0.0,7,0,44.0
1008,1,43,0.0,6,9,18.0
1009,8,88,0.0,7,4,82.0
1010,2,48,0.0,4,0,18.0
1011,3,69,1.0,7,8,52.0
1012,8,90,0.0,8,9,88.0
1013,8,84,0.0,7,7,78.0
1014,4,43,1.0,7,6,26.0
1015,4,44,1.0,8,1,26.0
1016,5,84,1.0,7,1,74.0
1017,6,62,1.0,5,3,52.0
1018,5,55,1.0,6,8,40.0
1019,7,61,1.0,6,8,54.0
1020,2,76,1.0,4,7,51.0
1021,7,47,0.0,4,4,35.0
1022,7,87,0.0,8,6,79.0
1023,1,72,1.0,5,8,45.0
1024,7,94,0.0,4,2,81.0
1025,5,99,0.0,6,3,87.0
1026,3,77,1.0,4,1,56.0
1027,3,82,1.0,4,8,65.0
1028,4,55,1.0,7,6,38.0
1029,2,44,1.0,4,5,17.0
1030,2,55,1.0,8,4,35.0
1031,1,46,0.0,6,6,20.0
1032,5,90,0.0,8,2,75.0
1033,4,40,1.0,8,4,26.0
1034,2,48,1.0,9,1,23.0
1035,3,57,0.0,5,4,38.0
1036,7,84,0.0,9,6,78.0
1037,7,97,0.0,9,9,91.0
1038,4,86,1.0,7,6,67.0
1039,5,42,1.0,8,8,31.0
1040,5,63,0.0,5,2,49.0
1041,6,67,1.0,6,7,57.0
1042,9,49,0.0,6,4,45.0
1043,2,48,1.0,5,6,22.0
1044,5,52,1.0,8,0,35.0
1045,3,87,0.0,8,0,65.0
1046,4,74,0.0,7,3,53.0
1047,6,93,1.0,7,4,79.0
1048,8,62,0.0,9,9,57.0
1049,1,86,1.0,6,2,58.0
1050,8,56,0.0,7,5,50.0
1051,7,85,0.0,5,2,75.0
1052,1,46,1.0,6,4,17.0
1053,2,91,1.0,8,0,70.0
1054,3,55,1.0,6,2,36.0
1055,1,92,0.0,4,6,61.0
1056,9,79,0.0,6,2,78.0
1057,8,75,1.0,7,4,71.0
1058,2,59,0.0,5,6,36.0
1059,9,63,1.0,8,1,63.0
1060,7,86,1.0,8,2,78.0
1061,9,44,1.0,7,3,39.0
1062,6,84,1.0,7,4,70.0
1063,6,45,1.0,7,8,34.0
1064,4,67,0.0,4,8,49.0
1065,2,98,0.0,5,3,71.0
1066,7,44,1.0,4,8,34.0
1067,5,88,0.0,7,3,77.0
1068,6,78,1.0,5,1,67.0
1069,2,77,0.0,7,9,52.0
1070,5,41,0.0,5,0,25.0
1071,4,82,1.0,8,6,68.0
1072,9,78,0.0,4,3,76.0
1073,6,93,1.0,9,7,85.0
1074,2,60,0.0,7,7,40.0
1075,1,79,1.0,7,7,56.0
1076,5,76,1.0,6,5,62.0
1077,9,98,1.0,9,8,99.0
1078,6,57,1.0,8,3,46.0
1079,7,93,1.0,7,4,86.0
1080,5,87,1.0,4,3,73.0
1081,6,85,0.0,8,4,74.0
1082,5,51,1.0,7,1,37.0
1083,9,56,0.0,4,4,50.0
1084,6,76,1.0,6,9,65.0
1085,8,85,0.0,6,7,79.0
1086,2,77,1.0,4,8,53.0
1087,9,54,1.0,8,6,55.0
1088,5,46,0.0,4,6,31.0
1089,7,53,1.0,9,5,47.0
1090,1,89,1.0,4,1,63.0
1091,5,40,1.0,6,9,27.0
1092,2,77,1.0,6,9,53.0
1093,6,42,0.0,6,8,33.0
1094,1,76,1.0,9,4,56.0
1095,3,83,0.0,7,5,65.0
1096,5,70,1.0,9,0,55.0
1097,4,82,1.0,7,4,67.0
1098,3,52,1.0,9,5,32.0
1099,5,87,1.0,5,9,73.0
1100,8,57,0.0,7,1,45.0
1101,4,56,1.0,8,6,43.0
1102,1,56,1.0,8,3,32.0
1103,7,50,1.0,6,4,42.0
1104,8,59,0.0,9,2,55.0
1105,3,49,0.0,4,4,28.0
1106,6,68,0.0,6,3,58.0
1107,2,87,0.0,4,9,67.0
1108,7,73,1.0,9,5,66.0
1109,8,56,1.0,6,1,46.0
1110,6,93,0.0,6,2,79.0
1111,6,91,1.0,8,9,83.0
1112,5,81,1.0,4,0,63.0
1113,8,52,0.0,5,6,45.0
1114,1,83,1.0,5,8,63.0
1115,4,86,0.0,6,1,70.0
1116,4,78,0.0,9,6,58.0
1117,3,66,0.0,6,2,50.0
1118,3,93,0.0,8,4,77.0
1119,4,92,0.0,4,5,75.0
1120,1,65,0.0,6,7,40.0
1121,2,67,1.0,9,3,43.0
1122,9,52,1.0,5,1,47.0
1123,2,51,1.0,4,2,22.0
1124,5,83,0.0,6,7,71.0
1125,9,67,0.0,4,6,63.0
1126,9,41,0.0,8,5,37.0
1127,8,76,1.0,5,4,72.0
1128,1,96,1.0,9,4,73.0
1129,1,96,0.0,4,0,72.0
1130,9,73,0.0,5,5,68.0
1131,8,62,0.0,6,8,59.0
1132,9,97,0.0,9,7,97.0
1133,7,91,0.0,9,9,83.0
1134,3,84,1.0,7,0,65.0
1135,3,68,0.0,4,5,47.0
1136,2,74,0.0,5,2,51.0
1137,5,50,0.0,4,5,32.0
1138,3,87,0.0,6,8,63.0
1139,6,72,1.0,6,5,60.0
1140,2,90,0.0,9,7,70.0
1141,3,50,0.0,9,5,32.0
1142,5,48,0.0,5,5,32.0
1143,1,53,1.0,8,6,29.0
1144,1,48,0.0,4,9,21.0
1145,9,78,1.0,4,3,74.0
1146,7,87,0.0,6,7,81.0
1147,1,42,0.0,4,3,11.0
1148,8,68,0.0,5,6,65.0
1149,3,58,0.0,7,0,37.0
1150,8,75,0.0,9,8,75.0
1151,5,71,0.0,6,9,61.0
1152,1,46,0.0,9,8,17.0
1153,7,94,0.0,9,6,87.0
1154,5,67,0.0,9,7,52.0
1155,6,83,1.0,7,1,71.0
1156,6,57,1.0,4,9,46.0
1157,8,99,1.0,8,9,99.0
1158,9,44,1.0,9,6,40.0
1159,2,62,0.0,5,0,42.0
1160,9,94,0.0,9,2,91.0
1161,9,61,1.0,9,5,57.0
1162,7,65,1.0,4,4,58.0
1163,1,81,1.0,5,4,55.0
1164,7,51,1.0,4,8,46.0
1165,5,79,0.0,9,5,64.0
1166,6,58,1.0,4,2,45.0
1167,7,86,0.0,4,1,78.0
1168,5,40,0.0,6,8,24.0
1169,7,42,0.0,7,9,36.0
1170,9,66,1.0,8,3,65.0
1171,3,57,1.0,7,4,35.0
1172,8,89,0.0,7,8,87.0
1173,2,69,1.0,5,4,45.0
1174,7,41,1.0,6,6,35.0
1175,2,44,0.0,6,1,18.0
1176,4,68,0.0,4,1,46.0
1177,7,72,1.0,7,3,63.0
1178,3,81,0.0,8,7,62.0
1179,2,59,1.0,5,1,35.0
1180,7,69,1.0,6,9,63.0
1181,1,81,0.0,4,6,58.0
1182,8,44,0.0,8,0,37.0
1183,3,89,1.0,7,8,74.0
1184,2,60,0.0,8,9,40.0
1185,3,97,1.0,6,5,78.0
1186,5,54,0.0,5,0,38.0
1187,8,59,1.0,7,9,55.0
1188,7,47,0.0,5,5,39.0
1189,7,88,1.0,9,4,84.0
1190,7,70,1.0,8,4,60.0
1191,8,51,0.0,8,4,47.0
1192,1,60,1.0,4,3,34.0
1193,4,69,1.0,7,6,54.0
1194,6,66,1.0,8,8,56.0
1195,9,83,1.0,6,3,82.0
1196,2,65,1.0,9,1,45.0
1197,1,72,0.0,6,1,45.0
1198,2,65,1.0,5,1,43.0
1199,7,65,1.0,9,6,57.0
1200,3,75,1.0,9,3,56.0
1201,2,79,0.0,6,3,56.0
1202,7,40,0.0,8,0,30.0
1203,2,98,1.0,6,3,75.0
1204,3,54,1.0,7,5,33.0
1205,7,89,0.0,5,1,80.0
1206,4,40,0.0,9,3,27.0
1207,1,50,1.0,7,6,26.0
1208,5,94,0.0,8,8,81.0
1209,9,41,1.0,8,1,41.0
1210,8,40,1.0,6,7,34.0
1211,9,70,1.0,4,5,68.0
1212,9,83,0.0,9,7,83.0
1213,7,55,1.0,9,1,44.0
1214,4,93,1.0,4,0,75.0
1215,5,61,0.0,8,6,52.0
1216,1,81,1.0,8,8,56.0
1217,1,57,1.0,9,8,37.0
1218,3,86,1.0,5,1,67.0
1219,8,56,0.0,9,3,50.0
1220,2,69,0.0,8,0,46.0
1221,4,49,1.0,8,6,31.0
1222,2,74,0.0,5,1,51.0
1223,5,97,1.0,7,3,82.0
1224,9,60,1.0,7,1,58.0
1225,1,55,0.0,5,0,31.0
1226,5,45,0.0,5,6,29.0
1227,9,42,1.0,7,5,40.0
1228,1,80,0.0,7,1,51.0
1229,9,82,0.0,7,3,79.0
1230,8,60,0.0,7,2,52.0
1231,4,52,1.0,9,2,36.0
1232,5,57,1.0,9,2,43.0
1233,5,97,0.0,6,3,81.0
1234,6,93,1.0,5,0,81.0
1235,7,99,1.0,4,0,84.0
1236,8,63,0.0,6,6,55.0
1237,8,66,1.0,4,4,64.0
1238,2,93,0.0,4,2,68.0
1239,9,43,1.0,8,8,41.0
1240,7,61,1.0,5,4,53.0
1241,4,63,0.0,9,9,50.0
1242,4,79,1.0,6,2,65.0
1243,8,84,0.0,5,8,78.0
1244,4,49,1.0,7,0,31.0
1245,6,41,1.0,5,8,30.0
1246,5,79,1.0,4,4,64.0
1247,3,45,0.0,9,5,26.0
1248,2,87,1.0,7,1,66.0
1249,9,57,1.0,5,7,55.0
1250,9,56,0.0,5,2,52.0
1251,1,77,0.0,9,0,57.0
1252,3,84,1.0,4,6,68.0
1253,8,62,0.0,7,2,57.0
1254,6,85,0.0,4,3,75.0
1255,5,69,0.0,9,4,54.0
1256,5,97,0.0,5,0,82.0
1257,6,60,1.0,6,8,51.0
1258,7,49,0.0,6,6,43.0
1259,1,95,1.0,8,1,68.0
1260,9,82,1.0,6,0,77.0
1261,3,52,1.0,9,1,33.0
1262,4,51,0.0,9,2,37.0
1263,1,48,0.0,9,2,23.0
1264,3,43,1.0,7,7,26.0
1265,2,78,1.0,8,4,56.0
1266,2,63,0.0,7,8,42.0
1267,1,93,0.0,6,2,65.0
1268,8,73,1.0,6,5,66.0
1269,3,78,0.0,5,3,57.0
1270,3,80,0.0,7,7,59.0
1271,6,44,1.0,4,0,28.0
1272,8,54,0.0,5,3,46.0
1273,9,89,0.0,7,6,84.0
1274,9,43,1.0,9,8,42.0
1275,4,90,0.0,8,0,73.0
1276,5,91,1.0,7,7,77.0
1277,2,97,0.0,8,1,74.0
1278,9,78,1.0,8,3,75.0
1279,8,97,0.0,6,3,94.0
1280,3,47,1.0,4,7,27.0
1281,9,88,0.0,7,1,89.0
1282,3,84,0.0,4,6,62.0
1283,9,63,0.0,8,2,59.0
1284,2,92,1.0,6,8,73.0
1285,9,67,0.0,4,4,57.0
1286,8,94,1.0,5,7,90.0
1287,9,82,0.0,8,4,80.0
1288,5,66,0.0,5,0,50.0
1289,2,40,0.0,9,8,18.0
1290,8,73,0.0,4,9,68.0
1291,6,56,0.0,4,6,39.0
1292,8,76,0.0,4,3,67.0
1293,5,77,1.0,9,6,69.0
1294,2,65,1.0,7,4,43.0
1295,6,96,0.0,8,9,84.0
1296,5,63,0.0,8,8,50.0
1297,5,78,0.0,8,1,65.0
1298,1,99,0.0,7,3,74.0
1299,2,60,0.0,4,5,35.0
1300,8,69,1.0,4,4,61.0
1301,3,86,0.0,9,0,64.0
1302,3,90,0.0,5,8,66.0
1303,8,87,1.0,7,8,81.0
1304,8,96,1.0,6,2,93.0
1305,2,52,1.0,7,3,28.0
1306,8,76,0.0,9,3,71.0
1307,1,42,0.0,5,9,13.0
1308,6,71,0.0,5,7,59.0
1309,8,74,0.0,5,5,67.0
1310,3,58,0.0,4,1,35.0
1311,8,53,1.0,6,3,46.0
1312,1,87,0.0,5,0,59.0
1313,9,61,0.0,8,2,57.0
1314,9,56,0.0,4,3,51.0
1315,5,98,1.0,6,7,80.0
1316,4,43,0.0,8,2,22.0
1317,6,84,0.0,6,4,71.0
1318,7,79,0.0,9,0,73.0
1319,5,58,0.0,6,3,40.0
1320,9,76,1.0,8,1,75.0
1321,3,41,1.0,7,3,24.0
1322,7,54,1.0,6,4,45.0
1323,5,41,0.0,7,2,25.0
1324,7,50,1.0,6,5,42.0
1325,2,84,1.0,9,1,63.0
1326,4,62,0.0,8,4,44.0
1327,2,49,0.0,6,3,26.0
1328,7,42,1.0,5,4,31.0
1329,2,44,1.0,9,8,26.0
1330,1,42,1.0,5,5,15.0
1331,9,77,1.0,9,6,77.0
1332,1,52,0.0,9,7,31.0
1333,8,81,0.0,6,8,75.0
1334,2,58,1.0,8,4,34.0
1335,8,79,1.0,8,7,74.0
1336,3,89,1.0,4,1,68.0
1337,6,74,0.0,8,9,64.0
1338,3,63,0.0,7,8,43.0
1339,7,63,0.0,6,1,54.0
1340,9,56,1.0,5,4,53.0
1341,2,79,0.0,8,5,56.0
1342,5,49,1.0,5,3,34.0
1343,6,41,1.0,4,7,27.0
1344,4,83,0.0,6,9,66.0
1345,4,62,1.0,8,2,41.0
1346,4,45,0.0,5,4,25.0
1347,2,41,0.0,9,1,20.0
1348,4,60,1.0,8,2,45.0
1349,1,94,1.0,4,7,70.0
1350,6,95,0.0,9,4,86.0
1351,1,74,0.0,5,2,46.0
1352,6,88,0.0,5,4,73.0
1353,1,68,0.0,6,8,42.0
1354,6,46,0.0,6,2,27.0
1355,8,68,0.0,5,9,64.0
1356,2,92,0.0,9,6,71.0
1357,2,76,1.0,6,7,56.0
1358,4,62,0.0,5,4,43.0
1359,3,72,1.0,9,2,50.0
1360,4,47,1.0,7,5,31.0
1361,7,51,0.0,8,2,42.0
1362,1,85,0.0,7,8,60.0
1363,6,87,0.0,7,1,76.0
1364,3,49,0.0,8,2,28.0
1365,7,54,0.0,5,6,45.0
1366,2,92,1.0,5,9,71.0
1367,2,63,1.0,6,7,44.0
1368,4,65,0.0,4,4,48.0
1369,1,86,0.0,5,4,57.0
1370,3,81,0.0,8,4,61.0
1371,9,92,0.0,4,3,86.0
1372,7,99,1.0,8,8,95.0
1373,7,78,1.0,8,5,70.0
1374,4,97,1.0,8,7,81.0
1375,2,42,0.0,4,7,18.0
1376,4,41,0.0,7,4,24.0
1377,6,45,0.0,9,8,32.0
1378,3,60,1.0,8,1,40.0
1379,1,48,1.0,6,7,25.0
1380,8,49,1.0,5,2,41.0
1381,5,75,0.0,9,6,66.0
1382,5,98,1.0,5,8,83.0
1383,4,42,0.0,5,4,22.0
1384,6,80,1.0,4,7,70.0
1385,3,63,0.0,6,3,42.0
1386,9,61,0.0,6,0,56.0
1387,5,88,0.0,9,0,72.0
1388,3,53,0.0,6,5,31.0
1389,1,81,1.0,6,7,60.0
1390,6,84,1.0,6,9,74.0
1391,2,83,1.0,9,1,62.0
1392,3,66,0.0,7,3,44.0
1393,1,72,1.0,6,2,46.0
1394,9,99,0.0,6,8,96.0
1395,8,61,1.0,4,2,51.0
1396,2,68,1.0,4,7,43.0
1397,8,58,0.0,6,6,51.0
1398,9,58,0.0,7,0,58.0
1399,1,45,0.0,6,7,23.0
1400,5,84,1.0,6,8,67.0
1401,8,58,0.0,6,7,50.0
1402,2,52,1.0,8,9,31.0
1403,4,98,1.0,7,9,83.0
1404,7,65,1.0,5,0,55.0
1405,3,61,0.0,6,6,44.0
1406,5,60,1.0,5,8,45.0
1407,8,75,0.0,7,4,73.0
1408,3,95,0.0,6,1,76.0
1409,4,41,1.0,5,7,23.0
1410,9,86,1.0,9,8,84.0
1411,7,83,1.0,5,6,73.0
1412,1,69,1.0,7,4,48.0
1413,4,66,0.0,6,7,50.0
1414,4,46,0.0,8,5,30.0
1415,9,59,0.0,7,3,51.0
1416,6,89,0.0,8,0,76.0
1417,9,70,0.0,6,5,66.0
1418,6,62,0.0,5,7,50.0
1419,6,52,0.0,9,2,40.0
1420,5,56,0.0,9,6,42.0
1421,5,43,0.0,7,6,29.0
1422,2,96,1.0,7,8,77.0
1423,8,53,1.0,7,0,45.0
1424,8,59,0.0,4,4,49.0
1425,1,99,0.0,9,7,74.0
1426,8,52,1.0,9,2,45.0
1427,5,42,1.0,6,4,27.0
1428,2,65,1.0,4,0,44.0
1429,2,65,0.0,7,8,42.0
1430,6,57,1.0,7,3,43.0
1431,9,71,1.0,8,4,68.0
1432,1,53,1.0,4,2,29.0
1433,6,86,1.0,5,1,73.0
1434,9,42,1.0,9,6,39.0
1435,8,40,0.0,6,4,30.0
1436,6,65,1.0,5,9,53.0
1437,3,63,0.0,5,2,38.0
1438,8,88,1.0,6,1,82.0
1439,9,74,1.0,7,9,72.0
1440,1,53,1.0,9,5,24.0
1441,9,42,1.0,8,9,44.0
1442,6,52,1.0,7,5,45.0
1443,6,86,0.0,7,2,75.0
1444,4,89,0.0,4,8,75.0
1445,1,53,0.0,5,0,26.0
1446,8,60,0.0,5,2,49.0
1447,2,65,0.0,9,0,42.0
1448,1,42,0.0,5,6,14.0
1449,2,90,0.0,8,1,64.0
1450,1,79,1.0,8,3,54.0
1451,1,43,0.0,8,3,16.0
1452,9,75,1.0,6,7,73.0
1453,1,90,1.0,9,3,67.0
1454,4,82,0.0,8,2,69.0
1455,6,40,1.0,4,9,28.0
1456,7,79,1.0,4,2,67.0
1457,2,86,0.0,7,4,62.0
1458,6,72,1.0,7,5,60.0
1459,7,46,0.0,9,6,43.0
1460,2,92,1.0,7,4,70.0
1461,2,91,0.0,7,6,70.0
1462,7,91,1.0,4,3,84.0
1463,1,95,0.0,7,4,72.0
1464,8,50,1.0,4,5,44.0
1465,3,66,0.0,8,8,46.0
1466,6,53,1.0,8,5,41.0
1467,9,61,1.0,9,9,58.0
1468,6,55,0.0,6,0,44.0
1469,9,85,1.0,7,6,89.0
1470,7,51,0.0,8,2,45.0
1471,9,88,1.0,8,5,87.0
1472,2,85,1.0,9,1,61.0
1473,8,49,0.0,5,6,41.0
1474,8,63,1.0,5,0,57.0
1475,2,85,0.0,9,1,62.0
1476,4,57,1.0,4,8,39.0
1477,7,61,1.0,6,8,54.0
1478,4,48,1.0,9,6,33.0
1479,4,56,1.0,5,1,42.0
1480,6,77,0.0,6,4,70.0
1481,6,79,0.0,8,3,67.0
1482,3,97,1.0,9,1,80.0
1483,9,52,1.0,4,1,44.0
1484,2,89,0.0,6,9,69.0
1485,6,76,1.0,5,7,66.0
1486,7,45,0.0,8,4,35.0
1487,9,60,1.0,9,7,61.0
1488,3,90,1.0,7,1,68.0
1489,3,75,0.0,8,1,55.0
1490,7,46,1.0,5,2,36.0
1491,4,75,0.0,9,9,56.0
1492,8,64,0.0,5,7,58.0
1493,7,50,0.0,7,7,40.0
1494,5,83,0.0,8,2,68.0
1495,7,53,0.0,6,0,43.0
1496,3,84,0.0,6,6,61.0
1497,2,68,1.0,8,3,45.0
1498,6,49,0.0,6,2,36.0
1499,2,89,0.0,9,4,67.0
1500,3,87,1.0,8,5,67.0
1501,6,44,0.0,8,0,29.0
1502,5,47,1.0,5,8,31.0
1503,8,85,0.0,4,5,74.0
1504,9,44,0.0,5,2,37.0
1505,3,97,0.0,6,0,79.0
1506,3,99,1.0,4,8,76.0
1507,3,63,1.0,8,1,45.0
1508,6,79,0.0,6,9,65.0
1509,1,96,0.0,7,5,72.0
1510,7,65,1.0,6,5,62.0
1511,1,45,1.0,4,2,19.0
1512,5,55,1.0,4,5,39.0
1513,8,99,0.0,8,1,93.0
1514,4,75,1.0,9,7,62.0
1515,5,51,1.0,7,0,37.0
1516,4,50,1.0,8,5,34.0
1517,4,42,1.0,7,0,23.0
